Party,Gender,AgeGroup,Region,SocialGroup,PastVote,Brexit,Poll
Liberal Democrats,Female,65+,Wales,C1,Liberal Democrats,Leave,survation-3-jun
Liberal Democrats,Female,35-44,North,C2,Liberal Democrats,Leave,survation-3-jun
Liberal Democrats,Male,18-34,Scotland,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,45-54,South,C2,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,18-34,London,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,45-54,South,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,55-64,Scotland,AB,Liberal Democrats,Leave,survation-3-jun
Liberal Democrats,Female,35-44,London,C1,Liberal Democrats,Leave,survation-3-jun
Liberal Democrats,Male,18-34,London,C1,Liberal Democrats,Leave,survation-3-jun
Liberal Democrats,Male,45-54,Wales,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,35-44,London,C2,Liberal Democrats,Leave,survation-3-jun
Liberal Democrats,Male,55-64,Wales,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,65+,North,AB,Liberal Democrats,Leave,survation-3-jun
Liberal Democrats,Male,45-54,North,C1,Liberal Democrats,Leave,survation-3-jun
Liberal Democrats,Female,35-44,Wales,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,65+,North,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,45-54,Scotland,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,65+,Scotland,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,65+,Wales,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,18-34,North,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,45-54,Scotland,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,65+,North,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,65+,South,C1,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,45-54,Wales,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,65+,London,C1,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,45-54,London,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,55-64,South,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,35-44,Wales,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,45-54,South,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Female,18-34,South,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,18-34,South,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,55-64,London,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,65+,North,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,18-34,Wales,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,55-64,London,DE,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,18-34,London,AB,Liberal Democrats,Remain,survation-3-jun
Liberal Democrats,Male,35-44,North,DE,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Male,55-64,Wales,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Male,55-64,London,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,North,DE,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,35-44,London,DE,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,35-44,South,DE,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,London,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,South,DE,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,London,DE,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,London,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,35-44,South,DE,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,South,DE,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Male,18-34,South,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,35-44,South,AB,Liberal Democrats,Did not vote,survation-3-jun
Liberal Democrats,Female,35-44,South,AB,Liberal Democrats,Did not vote,survation-3-jun
Green Party,Female,18-34,Midlands,C1,Labour,Remain,survation-3-jun
Green Party,Female,35-44,South,C2,Conservative,Leave,survation-3-jun
Green Party,Female,18-34,South,DE,Other,Leave,survation-3-jun
Green Party,Male,18-34,Northern Ireland,DE,Other,Remain,survation-3-jun
Green Party,Female,35-44,North,C1,Liberal Democrats,Remain,survation-3-jun
Green Party,Female,55-64,London,DE,Other,Leave,survation-3-jun
Green Party,Female,45-54,Wales,AB,Other,Remain,survation-3-jun
Green Party,Female,45-54,Scotland,AB,Other,Leave,survation-3-jun
Green Party,Male,45-54,London,C2,Other,Leave,survation-3-jun
Green Party,Male,18-34,Midlands,AB,Other,Remain,survation-3-jun
Green Party,Female,65+,Scotland,AB,Other,Leave,survation-3-jun
Green Party,Male,35-44,London,AB,Other,Remain,survation-3-jun
Green Party,Female,55-64,North,C1,Other,Remain,survation-3-jun
Green Party,Male,65+,Wales,DE,Other,Remain,survation-3-jun
Green Party,Male,55-64,Wales,DE,Other,Leave,survation-3-jun
Green Party,Female,18-34,Wales,C1,Other,Leave,survation-3-jun
Green Party,Male,45-54,South,AB,Other,Leave,survation-3-jun
Green Party,Female,45-54,North,C1,Other,Leave,survation-3-jun
Green Party,Female,35-44,North,C2,Other,Remain,survation-3-jun
Green Party,Female,35-44,London,C2,Other,Remain,survation-3-jun
Green Party,Female,18-34,Scotland,AB,Other,Leave,survation-3-jun
Green Party,Female,18-34,North,AB,Other,Remain,survation-3-jun
Green Party,Male,45-54,South,DE,Other,Leave,survation-3-jun
Green Party,Female,18-34,London,AB,Other,Leave,survation-3-jun
Green Party,Male,35-44,Wales,DE,Other,Remain,survation-3-jun
Green Party,Female,45-54,London,DE,Other,Remain,survation-3-jun
Green Party,Male,65+,South,AB,Other,Remain,survation-3-jun
Green Party,Female,35-44,Wales,C2,Other,Remain,survation-3-jun
Green Party,Female,18-34,Wales,DE,Other,Remain,survation-3-jun
Green Party,Male,45-54,North,DE,Other,Did not vote,survation-3-jun
Green Party,Female,18-34,Midlands,DE,Other,Did not vote,survation-3-jun
Green Party,Female,18-34,North,AB,Other,Did not vote,survation-3-jun
Green Party,Female,18-34,North,DE,Other,Did not vote,survation-3-jun
Green Party,Female,65+,Scotland,AB,Other,Did not vote,survation-3-jun
Green Party,Female,45-54,Scotland,DE,Other,Did not vote,survation-3-jun
Green Party,Female,18-34,North,AB,Other,Did not vote,survation-3-jun
Green Party,Male,18-34,Wales,DE,Other,Did not vote,survation-3-jun
Green Party,Male,35-44,Wales,DE,Other,Did not vote,survation-3-jun
Green Party,Male,35-44,Wales,AB,Other,Did not vote,survation-3-jun
Green Party,Male,65+,South,DE,Other,Did not vote,survation-3-jun
Scottish National Party,Female,35-44,Scotland,DE,Conservative,Remain,survation-3-jun
Scottish National Party,Male,35-44,Scotland,C1,Other,Remain,survation-3-jun
Scottish National Party,Male,45-54,Scotland,C2,Labour,Remain,survation-3-jun
Scottish National Party,Male,35-44,Scotland,C1,Other,Leave,survation-3-jun
Scottish National Party,Female,65+,Scotland,AB,Other,Leave,survation-3-jun
Scottish National Party,Male,45-54,Scotland,AB,Other,Leave,survation-3-jun
Scottish National Party,Male,45-54,Scotland,AB,Other,Leave,survation-3-jun
Scottish National Party,Male,35-44,Scotland,DE,Liberal Democrats,Leave,survation-3-jun
Scottish National Party,Male,55-64,Scotland,DE,Other,Remain,survation-3-jun
Scottish National Party,Female,65+,Scotland,AB,Other,Remain,survation-3-jun
Scottish National Party,Male,18-34,Scotland,DE,Other,Remain,survation-3-jun
Scottish National Party,Male,45-54,Scotland,AB,Other,Leave,survation-3-jun
Scottish National Party,Male,45-54,Scotland,AB,Other,Leave,survation-3-jun
Scottish National Party,Male,55-64,Scotland,DE,Other,Leave,survation-3-jun
Scottish National Party,Female,55-64,Scotland,AB,Other,Remain,survation-3-jun
Scottish National Party,Female,65+,Scotland,DE,Other,Remain,survation-3-jun
Scottish National Party,Female,35-44,Scotland,DE,Other,Leave,survation-3-jun
Scottish National Party,Female,45-54,Scotland,AB,Other,Remain,survation-3-jun
Scottish National Party,Male,55-64,Scotland,C2,Other,Remain,survation-3-jun
Scottish National Party,Female,55-64,Scotland,DE,Other,Remain,survation-3-jun
Scottish National Party,Female,65+,Scotland,AB,Other,Remain,survation-3-jun
Scottish National Party,Female,65+,Scotland,DE,Other,Remain,survation-3-jun
Scottish National Party,Female,45-54,Scotland,C2,Other,Remain,survation-3-jun
Scottish National Party,Female,65+,Scotland,C2,Other,Remain,survation-3-jun
Scottish National Party,Male,45-54,Scotland,C2,Other,Remain,survation-3-jun
Scottish National Party,Male,65+,Scotland,DE,Other,Remain,survation-3-jun
Scottish National Party,Male,18-34,Scotland,AB,Other,Did not vote,survation-3-jun
Scottish National Party,Male,18-34,Scotland,DE,Other,Did not vote,survation-3-jun
Scottish National Party,Male,18-34,Scotland,AB,Other,Did not vote,survation-3-jun
Scottish National Party,Female,45-54,Scotland,AB,Other,Did not vote,survation-3-jun
Scottish National Party,Male,45-54,Scotland,C2,Other,Did not vote,survation-3-jun
Scottish National Party,Female,45-54,Scotland,DE,Other,Did not vote,survation-3-jun
Scottish National Party,Male,18-34,Scotland,C2,Other,Did not vote,survation-3-jun
Scottish National Party,Male,18-34,Scotland,C2,Other,Did not vote,survation-3-jun
Scottish National Party,Male,18-34,Scotland,DE,Other,Did not vote,survation-3-jun
Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote,survation-3-jun
Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote,survation-3-jun
Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote,survation-3-jun
Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote,survation-3-jun
Plaid Cymru,Female,45-54,Wales,C2,Other,Remain,survation-3-jun
Plaid Cymru,Female,65+,Wales,C1,Other,Leave,survation-3-jun
Plaid Cymru,Male,55-64,Wales,AB,Conservative,Leave,survation-3-jun
Plaid Cymru,Male,18-34,Wales,AB,Labour,Leave,survation-3-jun
Plaid Cymru,Male,18-34,Wales,AB,Other,Leave,survation-3-jun
Brexit Party,Female,45-54,Scotland,AB,Liberal Democrats,Remain,survation-3-jun
Brexit Party,Male,55-64,Midlands,C2,Labour,Leave,survation-3-jun
Brexit Party,Female,65+,South,C2,Conservative,Leave,survation-3-jun
Brexit Party,Male,35-44,Midlands,AB,Other,Leave,survation-3-jun
Brexit Party,Female,65+,North,C1,Other,Leave,survation-3-jun
Brexit Party,Male,18-34,Wales,DE,Other,Leave,survation-3-jun
Brexit Party,Male,65+,South,C2,Other,Leave,survation-3-jun
Brexit Party,Male,35-44,London,DE,Other,Leave,survation-3-jun
Other,Female,65+,Scotland,C2,Liberal Democrats,Remain,survation-3-jun
Other,Female,35-44,Midlands,AB,Labour,Remain,survation-3-jun
Other,Male,45-54,South,C2,Conservative,Leave,survation-3-jun
Other,Male,55-64,London,C2,Other,Leave,survation-3-jun
Other,Female,55-64,Wales,C2,Other,Remain,survation-3-jun
Other,Male,35-44,Wales,C2,Other,Remain,survation-3-jun
Other,Female,18-34,South,AB,Other,Remain,survation-3-jun
Other,Male,18-34,North,DE,Other,Leave,survation-3-jun
Other,Male,65+,Midlands,DE,Other,Leave,survation-3-jun
Other,Female,65+,Northern Ireland,C2,Other,Remain,survation-3-jun
Other,Male,18-34,Wales,C1,Other,Remain,survation-3-jun
Other,Female,65+,North,DE,Other,Leave,survation-3-jun
Other,Female,35-44,South,C2,Other,Leave,survation-3-jun
Other,Male,65+,Northern Ireland,DE,Other,Leave,survation-3-jun
Other,Male,18-34,North,DE,Other,Remain,survation-3-jun
Other,Male,45-54,Northern Ireland,C1,Other,Leave,survation-3-jun
Other,Male,45-54,South,AB,Other,Remain,survation-3-jun
Other,Female,35-44,South,AB,Other,Leave,survation-3-jun
Other,Male,65+,Northern Ireland,C1,Other,Leave,survation-3-jun
Other,Female,45-54,Northern Ireland,AB,Other,Leave,survation-3-jun
Other,Male,65+,Northern Ireland,C2,Other,Leave,survation-3-jun
Other,Male,45-54,Northern Ireland,DE,Other,Leave,survation-3-jun
Other,Male,45-54,Northern Ireland,C1,Other,Leave,survation-3-jun
Other,Male,65+,Northern Ireland,DE,Other,Leave,survation-3-jun
Other,Male,65+,Northern Ireland,C1,Other,Leave,survation-3-jun
Other,Male,45-54,Northern Ireland,C2,Other,Leave,survation-3-jun
Other,Male,65+,Northern Ireland,AB,Other,Leave,survation-3-jun
Other,Male,65+,Northern Ireland,DE,Other,Leave,survation-3-jun
Undecided,Female,45-54,North,C1,Liberal Democrats,Leave,survation-3-jun
Undecided,Female,65+,London,C1,Conservative,Remain,survation-3-jun
Undecided,Male,35-44,Midlands,C1,Labour,Remain,survation-3-jun
Undecided,Female,45-54,South,C2,Other,Leave,survation-3-jun
Undecided,Male,18-34,Wales,DE,Did not vote,Leave,survation-3-jun
Undecided,Female,55-64,London,C1,Did not vote,Remain,survation-3-jun
Undecided,Male,45-54,South,AB,Did not vote,Leave,survation-3-jun
Undecided,Female,35-44,Wales,C1,Did not vote,Remain,survation-3-jun
Undecided,Male,45-54,Midlands,C2,Did not vote,Remain,survation-3-jun
Undecided,Female,45-54,North,AB,Did not vote,Remain,survation-3-jun
Undecided,Male,65+,London,C2,Did not vote,Remain,survation-3-jun
Undecided,Female,18-34,Northern Ireland,DE,Did not vote,Remain,survation-3-jun
Undecided,Female,18-34,Wales,DE,Did not vote,Leave,survation-3-jun
Undecided,Female,35-44,Northern Ireland,C2,Did not vote,Remain,survation-3-jun
Undecided,Female,35-44,Northern Ireland,DE,Did not vote,Leave,survation-3-jun
Undecided,Female,18-34,Scotland,C2,Did not vote,Leave,survation-3-jun
Undecided,Male,35-44,Northern Ireland,C1,Did not vote,Leave,survation-3-jun
Undecided,Male,45-54,Midlands,C1,Did not vote,Leave,survation-3-jun
Undecided,Male,65+,North,C1,Did not vote,Leave,survation-3-jun
Undecided,Female,35-44,North,AB,Did not vote,Remain,survation-3-jun
Undecided,Male,18-34,Midlands,C1,Did not vote,Leave,survation-3-jun
Undecided,Male,55-64,Scotland,DE,Did not vote,Leave,survation-3-jun
Undecided,Male,55-64,Wales,C2,Did not vote,Leave,survation-3-jun
Undecided,Male,55-64,North,C1,Did not vote,Leave,survation-3-jun
Undecided,Female,45-54,North,DE,Did not vote,Remain,survation-3-jun
Undecided,Female,35-44,South,DE,Did not vote,Leave,survation-3-jun
Undecided,Male,45-54,Northern Ireland,AB,Did not vote,Leave,survation-3-jun
Undecided,Male,65+,Midlands,C2,Did not vote,Leave,survation-3-jun
Undecided,Female,35-44,Scotland,DE,Did not vote,Remain,survation-3-jun
Undecided,Male,65+,London,C1,Did not vote,Leave,survation-3-jun
Undecided,Female,55-64,Wales,C1,Did not vote,Remain,survation-3-jun
Undecided,Female,55-64,South,DE,Did not vote,Leave,survation-3-jun
Undecided,Male,18-34,North,C1,Did not vote,Leave,survation-3-jun
Undecided,Male,45-54,Northern Ireland,C1,Did not vote,Remain,survation-3-jun
Undecided,Female,18-34,Northern Ireland,DE,Did not vote,Leave,survation-3-jun
Undecided,Male,35-44,London,C1,Did not vote,Leave,survation-3-jun
Undecided,Male,35-44,Midlands,DE,Did not vote,Leave,survation-3-jun
Undecided,Female,35-44,Midlands,AB,Did not vote,Leave,survation-3-jun
Undecided,Male,18-34,South,AB,Did not vote,Leave,survation-3-jun
Undecided,Male,65+,Wales,C1,Did not vote,Leave,survation-3-jun
Undecided,Female,65+,South,C2,Did not vote,Remain,survation-3-jun
Undecided,Male,35-44,South,DE,Did not vote,Remain,survation-3-jun
Undecided,Female,55-64,Midlands,C2,Did not vote,Leave,survation-3-jun
Undecided,Female,45-54,South,DE,Did not vote,Remain,survation-3-jun
Undecided,Female,18-34,Midlands,C2,Did not vote,Remain,survation-3-jun
Undecided,Male,65+,Midlands,C1,Did not vote,Remain,survation-3-jun
Undecided,Male,18-34,North,AB,Did not vote,Leave,survation-3-jun
Undecided,Female,55-64,South,C2,Did not vote,Leave,survation-3-jun
Undecided,Male,18-34,North,AB,Did not vote,Remain,survation-3-jun
Undecided,Female,45-54,London,DE,Did not vote,Remain,survation-3-jun
Undecided,Female,65+,North,DE,Did not vote,Remain,survation-3-jun
Undecided,Female,45-54,North,AB,Did not vote,Leave,survation-3-jun
Undecided,Female,65+,Midlands,DE,Did not vote,Leave,survation-3-jun
Undecided,Male,18-34,Wales,AB,Did not vote,Remain,survation-3-jun
Undecided,Male,18-34,South,DE,Did not vote,Remain,survation-3-jun
Undecided,Male,18-34,Midlands,DE,Did not vote,Remain,survation-3-jun
Undecided,Female,55-64,Midlands,C2,Did not vote,Leave,survation-3-jun
Undecided,Female,35-44,North,C2,Did not vote,Remain,survation-3-jun
Undecided,Male,18-34,South,AB,Did not vote,Remain,survation-3-jun
Undecided,Female,65+,North,AB,Did not vote,Remain,survation-3-jun
Undecided,Male,55-64,North,AB,Did not vote,Remain,survation-3-jun
Undecided,Male,35-44,Wales,AB,Did not vote,Leave,survation-3-jun
Undecided,Female,35-44,North,C2,Did not vote,Remain,survation-3-jun
Undecided,Male,18-34,London,DE,Did not vote,Remain,survation-3-jun
Undecided,Male,65+,Wales,AB,Did not vote,Remain,survation-3-jun
Undecided,Male,55-64,South,AB,Did not vote,Remain,survation-3-jun
Undecided,Male,18-34,Wales,C2,Did not vote,Remain,survation-3-jun
Undecided,Male,35-44,Wales,DE,Did not vote,Remain,survation-3-jun
Undecided,Female,65+,Wales,AB,Did not vote,Leave,survation-3-jun
Undecided,Male,55-64,Midlands,AB,Did not vote,Leave,survation-3-jun
Undecided,Male,65+,Midlands,AB,Did not vote,Remain,survation-3-jun
Undecided,Female,55-64,Wales,AB,Did not vote,Leave,survation-3-jun
Undecided,Female,18-34,Midlands,AB,Did not vote,Leave,survation-3-jun
Undecided,Female,45-54,North,C2,Did not vote,Leave,survation-3-jun
Undecided,Female,65+,Wales,AB,Did not vote,Leave,survation-3-jun
Undecided,Female,45-54,Wales,DE,Did not vote,Leave,survation-3-jun
Undecided,Female,55-64,North,DE,Did not vote,Leave,survation-3-jun
Undecided,Female,55-64,North,DE,Did not vote,Leave,survation-3-jun
Undecided,Female,55-64,Midlands,C2,Did not vote,Leave,survation-3-jun
Undecided,Female,18-34,North,AB,Did not vote,Leave,survation-3-jun
Undecided,Female,65+,North,AB,Did not vote,Did not vote,survation-3-jun
Undecided,Female,18-34,London,C2,Did not vote,Did not vote,survation-3-jun
Undecided,Female,45-54,London,AB,Did not vote,Did not vote,survation-3-jun
Undecided,Female,18-34,London,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,18-34,Midlands,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,55-64,Midlands,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,65+,Wales,C2,Did not vote,Did not vote,survation-3-jun
Undecided,Female,18-34,Midlands,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,55-64,Midlands,C2,Did not vote,Did not vote,survation-3-jun
Undecided,Female,55-64,London,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,65+,South,C2,Did not vote,Did not vote,survation-3-jun
Undecided,Female,45-54,Wales,C2,Did not vote,Did not vote,survation-3-jun
Undecided,Female,18-34,London,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,45-54,Wales,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,55-64,South,C2,Did not vote,Did not vote,survation-3-jun
Undecided,Female,55-64,South,C2,Did not vote,Did not vote,survation-3-jun
Undecided,Female,55-64,Wales,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,55-64,Midlands,DE,Did not vote,Did not vote,survation-3-jun
Undecided,Female,65+,South,DE,Did not vote,Did not vote,survation-3-jun
